frame,timestamp,id,type,x,y,z,l,w,h,rotation_z
7,314.474289491,3,Car,61.891497118202246,-4.22874600992506,-1.5,5.2339964861396115,3.3890687211857347,1.5,0
8,314.524289492,0,Car,19.167826871955878,-0.248097835953286,-1.5,3.6519421619335155,3.7501856244493457,1.5,0
8,314.524289492,1,Car,53.917507031313576,-0.048239030457718934,-1.5,3.220517163417005,2.122838882503359,1.5,0
8,314.524289492,2,Car,64.04081247287131,-5.265409187519932,-1.5,5.446744245356352,3.526825171380757,1.5,0
9,314.574289493,0,Car,18.961636854299886,-0.14722036510761172,-1.5,3.7346527670286713,3.83512128565739,1.5,0
10,314.624289493,0,Car,18.65952339537349,0.030654824791007146,-1.5,3.593483579893298,3.647500823732094,1.5,0
10,314.624289493,1,Car,52.82609692741621,0.8590002906611872,-1.5,2.8369077598332435,1.855602068266693,1.5,0
11,314.674289494,0,Car,18.512713773482453,0.08254454032002528,-1.5,3.716061617258768,3.705845867787186,1.5,0
11,314.674289494,1,Car,52.62526523128856,1.0335667271620053,-1.5,2.812621284855301,1.8397164501870185,1.5,0
12,314.724289495,0,Car,18.397715996625703,0.15259969611721177,-1.5,3.7828029794637636,3.7613880673759454,1.5,0
12,314.724289495,1,Car,52.42443353516091,1.2081331636628234,-1.5,2.788123265969441,1.823692462676155,1.5,0
13,314.774289496,0,Car,18.230857090008104,0.2643381406169749,-1.5,3.8106507465566883,3.7663199898664326,1.5,0
13,314.774289496,1,Car,52.22360183903326,1.3826996001636416,-1.5,2.763408077077853,1.8075264257417964,1.5,0
14,314.824289496,0,Car,17.57720277132471,0.6983457598111735,-1.5,3.383108555844196,3.4630921589637116,1.5,0
14,314.824289496,1,Car,52.02277014290561,1.5572660366644597,-1.5,2.7384698381903227,1.7912144933223406,1.5,0
15,314.874289497,0,Car,17.229020682750136,0.9090815407872858,-1.5,3.181307713602767,3.1780126288224646,1.5,0
15,314.874289497,1,Car,51.821938446777956,1.7318324731652779,-1.5,2.713302399088083,1.7747526426015272,1.5,0
15,314.874289497,2,Car,18.71539428678173,-0.7876175142823458,-1.5,1.6859049044503198,1.171907608974778,1.5,0
16,314.924289498,0,Car,17.391625759778186,0.73682774605262,-1.5,3.356546604790423,3.303191465019829,1.5,0
16,314.924289498,1,Car,50.238001438406364,2.0740756424607993,-1.5,2.412353691930507,1.9245147277618988,1.5,0
16,314.924289498,2,Car,53.89974876687373,-0.45130107962013544,-1.5,2.211094198548004,2.2230273383678223,1.5,0
16,314.924289498,3,Car,18.1165195803964,-0.6823408223673108,-1.5,1.9549751420054131,1.3589439346341274,1.5,0
16,314.924289498,4,Car,59.1084684763223,-3.6123680625125045,-1.5,1.8641057616913315,1.6207701373693773,1.5,0
17,314.974289498,0,Car,17.318863017813847,0.7198902251258058,-1.5,3.5987966425267373,3.433541810437669,1.5,0
17,314.974289498,1,Car,49.90848140704389,2.2642432334145326,-1.5,2.3871379066832823,1.9043982124089907,1.5,0
17,314.974289498,2,Car,54.1229378993509,-0.5796194771385319,-1.5,3.3650588697835278,2.899278271362618,1.5,0
17,314.974289498,3,Car,49.822116807255085,-1.9098793497577353,-1.5,2.301718339907192,3.288071947715815,1.5,0
17,314.974289498,4,Car,17.51764487401107,-0.5770641304522757,-1.5,2.1912508448072594,1.5231840962223793,1.5,0
17,314.974289498,5,Car,58.83361415911278,-3.4304990974528824,-1.5,1.722969163597508,1.498057151775242,1.5,0
18,315.024289499,0,Car,17.079475132460672,0.7826428855754378,-1.5,3.6549493560351696,3.4628374344854516,1.5,0
18,315.024289499,1,Car,49.57896137568141,2.454410824368266,-1.5,2.361652903387316,1.8840669217096995,1.5,0
18,315.024289499,2,Car,54.449868035891434,-0.8505035230781505,-1.5,2.6833982626185837,2.4892440274568712,1.5,0
18,315.024289499,3,Car,49.84439259115478,-2.0548728904648006,-1.5,2.4401039586214575,3.4857598502591043,1.5,0
18,315.024289499,4,Car,16.918770167625738,-0.4717874385372406,-1.5,2.4044194151349654,1.6713620088091896,1.5,0
18,315.024289499,5,Car,60.06304710608069,-3.9536715300716665,-1.5,2.615372347352371,1.9816767801430553,1.5,0
19,315.074289500,0,Car,16.888522411876608,0.8469082126915117,-1.5,3.7036074665129903,3.5005341890687873,1.5,0
19,315.074289500,1,Car,50.729356779352855,2.009346750596697,-1.5,2.3312032414133306,1.8835644571460721,1.5,0
19,315.074289500,2,Car,54.43893907804764,-0.8876325461885914,-1.5,2.7694430418750136,2.5690631343861945,1.5,0
19,315.074289500,3,Car,49.86666837505447,-2.199866431171866,-1.5,2.57105179673516,3.6728226657437566,1.5,0
19,315.074289500,4,Car,16.319895461240407,-0.3665107466222055,-1.5,2.6001702219061373,1.8074324712134038,1.5,0
19,315.074289500,5,Car,60.374162107938126,-4.046439356501163,-1.5,2.729240721406595,2.0679552456488683,1.5,0
20,315.124289501,0,Car,16.659063941425792,0.9864613845638636,-1.5,3.741248222234315,3.4686619183146012,1.5,0
20,315.124289501,1,Car,50.53393695909707,2.1419538226689148,-1.5,2.306116539411467,1.863294915907326,1.5,0
20,315.124289501,2,Car,54.428010120203844,-0.9247615692990324,-1.5,2.852893844599799,2.6464759490111995,1.5,0
20,315.124289501,3,Car,49.88894415895417,-2.344859971878931,-1.5,2.6956459994053525,3.850809127225572,1.5,0
20,315.124289501,4,Car,15.721020754855076,-0.2612340547071704,-1.5,2.782182172665344,1.9339527686845133,1.5,0
20,315.124289501,5,Car,60.685277109795564,-4.13920718293066,-1.5,2.838544929267904,2.150775426457908,1.5,0
20,315.124289501,6,Car,57.07161501322356,-2.9298669495523173,-1.5,3.2246658247603066,1.626065089055234,1.5,0
21,315.174289501,0,Car,16.52566278300953,1.0751220278400142,-1.5,3.8531872901486373,3.4658327853901767,1.5,0
21,315.174289501,1,Car,50.33851713884128,2.2745608947411324,-1.5,2.28075391787852,1.8428024373405312,1.5,0
21,315.174289501,2,Car,54.41708116236005,-0.9618905924094734,-1.5,2.9339720201325905,2.7216878051913382,1.5,0
21,315.174289501,3,Car,49.91121994285386,-2.4898535125859964,-1.5,2.814730425231708,4.020924711387477,1.5,0
21,315.174289501,4,Car,43.842499027233494,3.421780516123674,-1.5,1.6387166867438836,1.3481820003685845,1.5,0
21,315.174289501,5,Car,47.93380223242304,2.665308255544892,-1.5,2.7875214079447033,1.5592055571938543,1.5,0
21,315.174289501,6,Car,55.94779509866409,-2.0079982656660267,-1.5,3.957412355364174,1.9955587412012998,1.5,0
22,315.224289502,0,Car,16.242090710577052,1.1494899766988433,-1.5,3.8506765383486266,3.477660503236831,1.5,0
22,315.224289502,1,Car,50.1430973185855,2.40716796681335,-1.5,2.2551060672370427,1.822079499497844,1.5,0
22,315.224289502,2,Car,54.40615220451625,-0.9990196155199144,-1.5,3.012869121167796,2.7948763960432594,1.5,0
22,315.224289502,3,Car,49.933495726753556,-2.6348470532930617,-1.5,2.928977189965818,4.184129555232386,1.5,0
22,315.224289502,4,Car,61.30750711351044,-4.324742835789653,-1.5,3.0454067241748857,2.307515332376417,1.5,0
22,315.224289502,5,Car,43.76811803476567,3.4428162186985865,-1.5,1.2540854788209068,1.0317436095860117,1.5,0
22,315.224289502,6,Car,47.889923157665216,2.5131192496269166,-1.5,2.1785382000773414,1.4221206525191288,1.5,0
22,315.224289502,7,Car,54.82397518410462,-1.086129581779736,-1.5,4.5742491645515955,2.3066039333456505,1.5,0
23,315.274289503,0,Car,15.985451964076091,1.2186643084864615,-1.5,3.8395905419854786,3.440879057922903,1.5,0
23,315.274289503,1,Car,49.94767749832971,2.5397750388855678,-1.5,2.2291631423160623,1.8011181476828293,1.5,0
23,315.274289503,2,Car,54.39522324667246,-1.0361486386303553,-1.5,3.0897522340232886,2.8661967185439785,1.5,0
23,315.274289503,3,Car,43.69373704229785,3.463851921273499,-1.5,0.6782834193506976,0.5580278180568665,1.5,0
23,315.274289503,4,Car,47.96942492778139,2.4059338696396027,-1.5,1.8987677726857697,1.239490252582358,1.5,0
23,315.274289503,5,Car,53.70015526954515,-0.16426089789344545,-1.5,5.117264727216379,2.5804241358866444,1.5,0
24,315.324289504,0,Car,15.810813621065167,1.296494112723597,-1.5,3.8816162241855547,3.448723558888082,1.5,0
24,315.324289504,1,Car,49.752257678073924,2.6723821109577854,-1.5,2.20291471819304,1.7799099587716618,1.5,0
24,315.324289504,2,Car,43.619356049830024,3.484887623848411,-1.5,0.6782834193506976,0.5580278180568665,1.5,0
24,315.324289504,3,Car,48.04892669789756,2.2987484896522887,-1.5,1.5699074558660882,1.0248146281996182,1.5,0
24,315.324289504,4,Car,52.57633535498568,0.7576077859928452,-1.5,5.6079444681117225,2.8278535564641687,1.5,0
24,315.324289504,5,Car,57.98890136176289,-3.371424034584123,-1.5,2.668497286361473,1.1691991523617193,1.5,0
25,315.374289504,0,Car,15.645504944304667,1.3516627759104332,-1.5,3.908192270838498,3.3959150841748045,1.5,0
25,315.374289504,1,Car,43.5449750573622,3.5059233264233236,-1.5,0.6782834193506976,0.5580278180568665,1.5,0
25,315.374289504,2,Car,48.12842846801374,2.191563109664975,-1.5,1.1506084413812494,0.7511018293794568,1.5,0
25,315.374289504,3,Car,51.45251544042621,1.6794764698791358,-1.5,6.0590167540977165,3.0553105820108954,1.5,0
25,315.374289504,4,Car,58.92022995572517,-3.3758597567988,-1.5,2.559961659303755,1.1216443866868546,1.5,0
26,315.424289505,0,Car,15.479437650714194,1.4396021130679948,-1.5,3.937715635534905,3.4044873988107014,1.5,0
26,315.424289505,1,Car,62.21792558155026,-3.9089907417612086,-1.5,2.4499921140364838,1.8085852323162583,1.5,0
26,315.424289505,2,Car,43.47059406489438,3.526959028998236,-1.5,0.6782834193506976,0.5580278180568665,1.5,0
26,315.424289505,3,Car,48.20793023812991,2.084377729677661,-1.5,0.42800718542057575,0.27939737654890595,1.5,0
26,315.424289505,4,Car,59.85155854968745,-3.3802954790134767,-1.5,2.446615954107208,1.071982090563503,1.5,0
27,315.474289506,0,Car,15.265114106430573,1.5332349324729104,-1.5,3.982163823622286,3.3875939607295815,1.5,0
27,315.474289506,1,Car,62.495460610411165,-3.9226620924506452,-1.5,2.461550496517329,1.8171176352348446,1.5,0
27,315.474289506,2,Car,60.782887143649724,-3.3847312012281536,-1.5,2.327757624126406,1.0199044439513272,1.5,0
28,315.524289507,0,Car,15.098666418139473,1.6384280702582827,-1.5,4.083505219107889,3.428284665393921,1.5,0
28,315.524289507,1,Car,62.77299563927207,-3.936333443140082,-1.5,2.473054858867562,1.8256101604697796,1.5,0
28,315.524289507,2,Car,61.714215737612,-3.3891669234428305,-1.5,2.202494378305039,0.9650204905049599,1.5,0
29,315.574289507,0,Car,14.814035812249433,1.7224197216198003,-1.5,4.073633289131391,3.4179216897961155,1.5,0
29,315.574289507,1,Car,62.64554433157428,-3.3936026456575075,-1.5,2.0696635997794393,0.9068208309237283,1.5,0
30,315.624289508,0,Car,14.609554744982193,1.7836208907009639,-1.5,4.157454966816225,3.366836217038918,1.5,0
31,315.674289509,0,Car,14.375040066102004,1.8642585465236705,-1.5,4.2205958831396195,3.370670675493213,1.5,0
32,315.724289510,0,Car,14.17339769499431,1.9472447840706806,-1.5,4.2339861280687625,3.352220931006417,1.5,0
33,315.774289510,0,Car,13.962092565342994,1.9819970290287512,-1.5,4.259749298788077,3.328721288584669,1.5,0
34,315.824289511,0,Car,13.753954403409713,2.063166141027209,-1.5,4.277887792381892,3.342895359764342,1.5,0
35,315.874289512,0,Car,13.404480722448545,2.1496084308717727,-1.5,4.197826507581001,3.297896695369289,1.5,0
36,315.924289513,0,Car,13.18177326894744,2.1902784895332186,-1.5,4.158354086565548,3.2706401431214935,1.5,0
37,315.974289513,0,Car,12.975169741649438,2.2569055574247963,-1.5,4.17576336084303,3.236530389970821,1.5,0
38,316.024289514,0,Car,12.809496160034325,2.333102754671417,-1.5,4.236163296077328,3.2057901693749398,1.5,0
39,316.074289515,0,Car,12.611346403525848,2.3851297444683057,-1.5,4.269516965527435,3.193412281950572,1.5,0
40,316.124289516,0,Car,12.371420321243114,2.4418707348279636,-1.5,4.280953599381133,3.1673766439746203,1.5,0
41,316.174289516,0,Car,12.069247691308258,2.5295210158979438,-1.5,4.295331906755064,3.152655899950473,1.5,0
42,316.224289517,0,Car,11.83779262602997,2.587019764188775,-1.5,4.293950899907129,3.1557597264065262,1.5,0
43,316.274289518,0,Car,11.613726771308592,2.659855184834982,-1.5,4.30581938428633,3.16448224929755,1.5,0
43,316.274289518,1,Car,51.26692949838106,0.06790539128516135,-1.5,1.48265141178688,0.7757699920514941,1.5,0
44,316.324289519,0,Car,11.416631541247213,2.676751922540479,-1.5,4.3477231149207425,3.10796592964014,1.5,0
44,316.324289519,1,Car,51.67401600206343,-0.0026326045941267584,-1.5,1.3665263732038488,0.7150097084525556,1.5,0
45,316.374289519,0,Car,11.10499327710604,2.738508960463969,-1.5,4.365455886380217,3.071049795933584,1.5,0
46,316.424289520,0,Car,10.875311254941789,2.8059262252660475,-1.5,4.376136169953614,3.0785632569654373,1.5,0
46,316.424289520,1,Car,52.32768613350835,0.12217761559598825,-1.5,1.5392547969070391,0.7594625696545719,1.5,0
47,316.474289521,0,Car,10.536911266689732,2.7796428232292523,-1.5,4.471202036684669,2.995614854697988,1.5,0
47,316.474289521,1,Car,52.29422501407107,0.6816884619343122,-1.5,3.475867610707341,1.8461367230821735,1.5,0
48,316.524289522,0,Car,10.177508105761456,2.862589294836413,-1.5,4.42200227145978,2.969276070525207,1.5,0
48,316.524289522,1,Car,52.559825538222164,0.8211994179061124,-1.5,3.750013268153628,1.9917436397915533,1.5,0
49,316.574289522,0,Car,9.794790892730957,2.9038456298707023,-1.5,4.378046945797451,2.9530185851774995,1.5,0
49,316.574289522,1,Car,52.82542606237326,0.9607103738779126,-1.5,4.005439223792085,2.127407965809009,1.5,0
50,316.624289523,0,Car,9.444657346329631,2.95306843227593,-1.5,4.39636422748662,2.947700862810198,1.5,0
50,316.624289523,1,Car,53.09102658652436,1.1002213298497128,-1.5,4.245525555176418,2.2549249609078226,1.5,0
51,316.674289524,0,Car,9.031069790084034,2.9534457061201005,-1.5,4.452730926254369,2.8953216996080444,1.5,0
51,316.674289524,1,Car,53.356627110675454,1.239732285821513,-1.5,4.472743129648731,2.375606976261575,1.5,0
51,316.674289524,2,Car,51.13165758970389,0.05353779957288135,-1.5,0.9330154687923948,0.9121418055451381,1.5,0
52,316.724289525,0,Car,8.778499890018058,3.026219179561633,-1.5,4.473030115182489,2.879663608116286,1.5,0
52,316.724289525,1,Car,53.62222763482655,1.3792432417933131,-1.5,4.688963101580542,2.490447837638882,1.5,0
52,316.724289525,2,Car,50.751837959389775,0.16535487816651082,-1.5,0.9402308376761748,0.8869013043898303,1.5,0
53,316.774289525,0,Car,8.405106530113825,3.0806683158113244,-1.5,4.468922735019421,2.883423517773789,1.5,0
54,316.824289526,0,Car,8.037575427607692,3.118264845676353,-1.5,4.491215049476655,2.8629180840802464,1.5,0
54,316.824289526,1,Car,49.95623857233494,0.2611254492405115,-1.5,1.0977218324413138,1.0354594702037454,1.5,0
55,316.874289527,0,Car,7.687918778701945,3.1439109685839965,-1.5,4.485111796122828,2.837689419078886,1.5,0
55,316.874289527,1,Car,49.55843887880752,0.30901073477751184,-1.5,1.1685344744888158,1.1022556462943345,1.5,0
56,316.924289528,0,Car,7.35098574455887,3.18188236772643,-1.5,4.517610872267319,2.8168490801932844,1.5,0
56,316.924289528,1,Car,49.160639185280104,0.3568960203145122,-1.5,1.2352944647813289,1.1652290354865265,1.5,0
57,316.974289528,0,Car,7.022567772714545,3.196931894203908,-1.5,4.537142517770356,2.7790716767007173,1.5,0
57,316.974289528,1,Car,48.762839491752686,0.4047813058515125,-1.5,1.298626971601132,1.224969346756881,1.5,0
58,317.024289529,0,Car,6.6301677477774135,3.216731504454514,-1.5,4.536164386907908,2.730090010164527,1.5,0
59,317.074289530,0,Car,6.251682039503033,3.2323231523163605,-1.5,4.556633609086601,2.689352374879941,1.5,0
60,317.124289531,0,Car,5.906628200461555,3.2589223765850317,-1.5,4.576225853342951,2.6522217299101363,1.5,0
61,317.174289531,0,Car,5.507234797712165,3.24497866941261,-1.5,4.580906582031586,2.5916339120729646,1.5,0
62,317.224289532,0,Car,5.138823347967149,3.2539836293667346,-1.5,4.567276552967439,2.545813149608329,1.5,0
63,317.274289533,0,Car,4.80639266624082,3.2870100539874514,-1.5,4.56980118955253,2.547220389336813,1.5,0
64,317.324289534,0,Car,4.568994720581617,3.1309280886740702,-1.5,4.468031709735384,2.349251329859869,1.5,0
65,317.374289534,0,Car,4.244828420882979,3.1475089804843552,-1.5,4.466274223054922,2.3483272589961173,1.5,0
66,317.474289536,0,Car,3.9206621211843418,3.1640898722946402,-1.5,4.4645160445280965,2.3474028243657012,1.5,0
67,317.524289536,0,Car,3.5964958214857043,3.180670764104925,-1.5,4.462757173337213,2.346478025538685,1.5,0
68,317.574289537,0,Car,3.272329521787067,3.19725165591521,-1.5,4.460997608662966,2.3455528620842845,1.5,0
69,317.624289538,0,Car,2.9481632220884295,3.213832547725495,-1.5,4.459237349684434,2.3446273335708665,1.5,0
124,320.374289579,0,Car,69.65557744921348,0.18860739139320837,-1.5,0.5123055463972725,0.6952447482159287,1.5,0
126,320.474289580,0,Car,70.6513304564112,0.903033427298662,-1.5,0.5123055463972725,0.6952447482159287,1.5,0
127,320.524289581,0,Car,71.14920696001006,1.2602464452513888,-1.5,0.5123055463972725,0.6952447482159287,1.5,0
128,320.574289582,0,Car,71.64708346360892,1.6174594632041157,-1.5,0.5123055463972725,0.6952447482159287,1.5,0
129,320.624289583,0,Car,72.14495996720778,1.9746724811568426,-1.5,0.5123055463972725,0.6952447482159287,1.5,0
129,320.624289583,1,Car,68.74656227188711,0.2967272568478996,-1.5,0.5192256603999664,0.44730463654905017,1.5,0
131,320.724289584,0,Car,68.88373758331068,0.8182682003448762,-1.5,0.08070043265530512,0.06952213738902241,1.5,0
132,320.774289585,0,Car,68.95232523902246,1.0790386720933647,-1.5,0.08070043265530512,0.06952213738902241,1.5,0
133,320.824289586,0,Car,69.02091289473424,1.339809143841853,-1.5,0.08070043265530512,0.06952213738902241,1.5,0
134,320.874289586,0,Car,69.08950055044602,1.6005796155903411,-1.5,0.08070043265530512,0.06952213738902241,1.5,0
141,321.224289592,0,Car,75.53981685077734,0.5027500004387848,-1.5,0.9763830731020539,1.017789485754933,1.5,0
142,321.274289592,0,Car,79.85237431038466,-2.375582264043986,-1.5,2.8480296512746444,3.3032905595119444,1.5,0
142,321.274289592,1,Car,75.6972039180658,0.5693731930372974,-1.5,1.3859308931142067,1.7706191642299145,1.5,0
143,321.324289593,0,Car,76.23127431165821,-0.12264263123703367,-1.5,1.0107127858728797,1.2862799632667599,1.5,0
144,321.374289594,0,Car,80.03899563047202,-1.9411410536203209,-1.5,2.2988078668712806,2.60045544449309,1.5,0
144,321.374289594,1,Car,76.54081745896762,-0.40355104267665376,-1.5,1.013563215800843,1.2899075525822237,1.5,0
145,321.424289595,0,Car,80.33098477151957,-1.8141980653665395,-1.5,2.338394828655836,2.6452369731224032,1.5,0
145,321.424289595,1,Car,39.02591486865509,-3.033414539046723,-1.5,2.151564952131727,0.7987604807575411,1.5,0
145,321.424289595,2,Car,19.495836418905014,1.321789346434796,-1.5,0.4205581422496996,0.406816836168735,1.5,0
146,321.474289595,0,Car,80.62297391256712,-1.6872550771127584,-1.5,2.3773226833098247,2.6892729071542356,1.5,0
146,321.474289595,1,Car,77.15990375358645,-0.9653678655558939,-1.5,1.019240161208242,1.297132296576919,1.5,0
146,321.474289595,2,Car,39.24437162503573,-2.634426248589454,-1.5,1.4986148942692543,0.5563552019337944,1.5,0
146,321.474289595,3,Car,19.28900451113385,1.5818346638238578,-1.5,0.26871762143329486,0.25993754868113944,1.5,0
147,321.524289596,0,Car,80.91496305361467,-1.5603120888589772,-1.5,2.415623295647418,2.7325992926760803,1.5,0
147,321.524289596,1,Car,77.46944690089586,-1.246276276995514,-1.5,1.0220668095175736,1.3007296203016354,1.5,0
147,321.524289596,2,Car,39.46282838141637,-2.235437958132185,-1.5,1.4986148942692543,0.5563552019337944,1.5,0
147,321.524289596,3,Car,19.082172603362686,1.8418799812129196,-1.5,0.26871762143329486,0.25993754868113944,1.5,0
148,321.574289597,0,Car,81.20695219466222,-1.433369100605196,-1.5,2.453326042818109,2.7752493616815466,1.5,0
148,321.574289597,1,Car,77.77899004820527,-1.527184688435134,-1.5,1.0248856619228608,1.304317022597329,1.5,0
148,321.574289597,2,Car,39.68128513779701,-1.8364496676749158,-1.5,1.4986148942692543,0.5563552019337944,1.5,0
148,321.574289597,3,Car,18.87534069559152,2.1019252986019814,-1.5,0.26871762143329486,0.25993754868113944,1.5,0
149,321.624289598,0,Car,81.49894133570977,-1.306426112351415,-1.5,2.490458077997827,2.817253830362797,1.5,0
149,321.624289598,1,Car,18.668508787820357,2.3619706159910434,-1.5,0.26871762143329486,0.25993754868113944,1.5,0
150,321.674289598,0,Car,18.461676880049193,2.622015933380105,-1.5,0.26871762143329486,0.25993754868113944,1.5,0
157,322.024289604,0,Car,84.53727192190826,-0.45595957338118076,-1.5,0.5432494709180566,0.8332364818372278,1.5,0
158,322.074289604,0,Car,85.44871879218032,-1.480694494120238,-1.5,0.5432494709180566,0.8332364818372278,1.5,0
159,322.124289605,0,Car,86.36016566245237,-2.5054294148592953,-1.5,0.5432494709180566,0.8332364818372278,1.5,0
160,322.174289606,0,Car,87.27161253272443,-3.5301643355983527,-1.5,0.5432494709180566,0.8332364818372278,1.5,0
161,322.224289607,0,Car,88.18305940299649,-4.55489925633741,-1.5,0.5432494709180566,0.8332364818372278,1.5,0
162,322.274289607,0,Car,89.09450627326855,-5.579634177076467,-1.5,0.5432494709180566,0.8332364818372278,1.5,0
180,323.174289621,0,Car,89.26027105865643,0.050155625929392586,-1.5,0.4587042740959634,0.7497291226862527,1.5,0
181,323.224289621,0,Car,89.07090932161566,0.13944438146496185,-1.5,0.47013869148039156,0.7684181042331353,1.5,0
182,323.274289622,0,Car,88.88154758457489,0.2287331370005311,-1.5,0.4813015347782352,0.7866632115604448,1.5,0
183,323.324289623,0,Car,88.69218584753412,0.31802189253610036,-1.5,0.4922112813953726,0.8044946450610723,1.5,0
184,323.374289624,0,Car,88.50282411049335,0.4073106480716696,-1.5,0.5028844039000062,0.8219393283213113,1.5,0
185,323.424289624,0,Car,88.23621360552742,0.13987965915947081,-1.5,0.3696903943332087,0.5273341739161016,1.5,0
186,323.474289625,0,Car,88.03192925920169,0.1602587153742067,-1.5,0.3451711611560551,0.4923594226898724,1.5,0
187,323.524289626,0,Car,87.82764491287595,0.18063777158894256,-1.5,0.31877150645155755,0.4547023985457207,1.5,0
188,323.574289627,0,Car,87.62336056655022,0.20101682780367844,-1.5,0.2899783029072544,0.4136311658651443,1.5,0
189,323.624289627,0,Car,87.41907622022448,0.2213958840184143,-1.5,0.2579913932450991,0.36800436343430176,1.5,0
190,323.674289628,0,Car,87.21479187389875,0.2417749402331502,-1.5,0.2214310317460572,0.3158538928656931,1.5,0
219,325.124289650,0,Car,20.43119088877692,-0.03754899851376456,-1.5,0.7292982185445303,1.2153989580126245,1.5,0
220,325.174289650,0,Car,20.311774596830034,0.036813449746591856,-1.5,0.7921687391079476,1.3201747043938326,1.5,0
221,325.224289651,0,Car,20.192358304883147,0.11117589800694827,-1.5,0.850403863389346,1.4172254136532103,1.5,0
222,325.274289652,0,Car,20.24332338703699,0.5398584426540554,-1.5,0.669419069784024,1.541900358768819,1.5,0
222,325.274289652,1,Car,39.542045817615154,1.9160420547664745,-1.5,3.7907134068032615,3.6343559100335976,1.5,0
223,325.324289653,0,Car,20.166748448089727,0.7033125090814939,-1.5,0.6992704472336173,1.6106582589794023,1.5,0
224,325.374289653,0,Car,20.26089527717281,0.8167527932233438,-1.5,0.6912540567742168,1.841173855034981,1.5,0
224,325.374289653,1,Car,39.68031510958029,2.582357208974586,-1.5,3.5652034760616598,2.9905247123136753,1.5,0
224,325.374289653,2,Car,25.469340591593635,-1.1110009819336457,-1.5,0.38468453856111884,0.3047478793366374,1.5,0
225,325.424289654,0,Car,20.21618780871671,0.970871127309642,-1.5,0.7184806980314937,1.9136927495746319,1.5,0
225,325.424289654,1,Car,39.62995809768907,2.8005012724059273,-1.5,3.6197629866961214,3.036289720100647,1.5,0
225,325.424289654,2,Car,25.415902233010105,-1.1115956828651417,-1.5,0.442977086868494,0.3509273554971503,1.5,0
226,325.474289655,0,Car,20.17148034026061,1.1249894613959401,-1.5,0.7447125995179839,1.9835621278610496,1.5,0
